Root-0hr-W-1,Root-0hr-W,1318581.75,283455.8125,47298.78125,183406752,225809.9844,8900993,286985.0625,1900,228057.4375,18629494,118119.9141,74291.49219,550580.4375,214376.25,151517.6875,2680301,198154.8438,2400,117083.6563,1434290.5,10246.85449,31992.76172,524977.6875,37894188,23199496,84232.85938,129654.875,56231144,5245104.5,65934.26563,469833.3438,1478087.25,223628.4688,892434.5,23738226,476268.875,114990.5469,86490.14844,720624.125,12729317,619561792,59247.05859,149712.9063,1181031.5,285978.0625,1900,6863842.5,4804023.5,43251280,60559548,73215.39063,669778432,399988.8125,118973936,29562666,1900,1353608704,3537635.25,99111.64063,1329020.125,187312.9375,102027.7188,86331.39844,7261427,123626.125,1830742,10354473,101918.5547,100523.7188,61731.14063,160349.2344,774889,42951.95703,12808693,33986.50391,13293562,382071.6875,19330668,50266612,891256.1875,767352.0625,54844904,50456632,14931.71289,265847.1875,24315114,121407.375,9608.112305,9555.470703,974122.1875,686648.3125,47771.83594,144451.9063,1264497.75,11795822,2163761.5,91927640,5206982.5,102958896,421478.875,2310488,86246328,24090132,73855.95313,14406.55176,6305624,24378.99219,1042436.25,61019404,1860891.875,449509.3125,815866.5,76151.90625,2762124,235975.7031,457419.7813,6533.827637,870310.5625,89180.46094,67663.00781,735633.8125,12608060,163390.6563,102005.9922,22866.60352,46644.41016,47067.04688,1894474,12224604,634483.875,10820926,14680751,163081712,162291.2969,165984.6875,409420.1875,18565566,93604.82031,5779570.5,317453.875,160749.0938,89715.8125,4185177.5,12221.19629,12072915,160320720,40773.85938,647687.1875,388714912,994009,5254.385254,1521968.875,6000651.5,4519060.5,151731.4375,440311.4688,4373672,11848148,7489519.5,3002738.5,231067.3125,138372896,104760.8047,75211864,53132756,5407097,6402571.5,14635.97949
Root-0hr-W-2,Root-0hr-W,2061297.25,297495.7188,96772.92969,199502128,330903.4375,8794842,285653.625,1900,169117.6875,10118167,15264.70996,14168.57422,996231.625,168329.2813,129111.2109,5587584,182995.3125,2400,98858.78906,1288362.25,7923.741211,11810.41211,516875.1563,38318924,24477462,36589.46875,50001.55469,116077320,6162695.5,83497.77344,527333.0625,1117141.625,276149.7188,872426.875,14525547,584203.5625,153034.9844,111619.5078,1730712.5,17852446,519816352,62249.49219,83998.88281,2839209,389334.4063,1900,7239529,7779376.5,99868640,29471370,87740.75781,578853312,363017.9688,68857896,16063731,1900,1377613312,3224584,177280.8906,1044103.625,163639.125,92026.22656,56564.34375,9858607,70229.02344,2569393.75,8683248,133688.8594,217535.1719,47624.08594,122609.6953,703202.6875,64174.57813,6719154.5,99421.86719,12539244,339022.2813,28736994,33405592,920517,259543.1094,59184864,46156068,18044.62695,453127.5625,16315239,101175.5703,9954.413086,12181.33789,599563.5625,1022437.063,78727.90625,196863.0156,2443230.25,13630454,956595.875,113927216,4423736,133773320,762864.8125,3189502.25,95283560,21471276,91238.14063,15568.09961,3620740,14631.50781,928598,37786504,2541313,577891.1875,1309696.75,83955.84375,3212240.75,272199.8125,275102.4063,21114.66211,752778.75,102339.5469,47162.49609,2352763.75,10941052,235906.625,87106.88281,21525.94531,66609.44531,25350.87305,75395.75,12818375,400347.375,3802174.75,22686072,271156480,160993.125,142155.1719,391437.3438,15858357,27315.24023,3218768.5,321360.7188,93954.25781,130627.3125,7059247.5,108540.4609,14982294,151383696,70294.89063,426699.75,385298560,964250.4375,2400,2458593.75,9647713,6321883.5,301528.9375,509766.1563,6301465,30424680,8765049,3218126.75,133302.9531,239105696,80526.33594,24443600,44449508,5395298.5,1900,16301.06348
Root-0hr-W-3,Root-0hr-W,3703408.5,354128.125,151446.2031,153386560,328684.3438,8489806,311683.2188,1900,376334.9375,11897573,14837.47266,32533.61719,468964.625,88569.44531,99970.70313,594387.8125,157447,23352.31445,123335.6953,1301714.125,18527.64648,35189.30469,284978.8438,51452312,32212000,95340.46875,124276.6094,32872184,7934603.5,124024.8594,334903.0938,504900.4688,721466.5,325907.9375,21037204,458667.5625,128033.6719,111202.6875,2009214,13982024,584896320,65334.60156,35050.32813,6274192,467557.7188,1900,5990396,16332627,154916128,29446886,90177.22656,892971584,558136.125,120261720,11094590,9475.225586,1585737088,2878190.5,152947.7344,2104996.75,30119.52344,100817.4375,79947.32813,5564039,92109.02344,3399635.25,5372181,105873.4844,96666.71875,48556.21484,118367.875,796094.75,33154.64063,11888402,26614.04492,8487071,559432.1875,17742266,21635702,1102321.5,410627.5,82255080,98793992,22494.76953,270833.3125,19291308,129518.9531,30647.18359,8995.069336,907602.0625,425166.4375,68122.04688,204807.5156,1604311.625,10366622,1639743.5,167047344,5056771.5,214047568,1524467.625,1969748.125,63501684,26245358,148825.7188,10683.7002,3787445,13289.17285,913798.5625,40097176,1846853,392416.0938,1457815,74477.39063,2222967.25,179769.2188,472181.8438,29541.90625,711950.0625,101380.8594,34927.27344,5389037,14848116,389938.25,88208.39063,25715.91211,57667.11719,28580.5,1218422.25,12279245,352197.375,12894290,32504054,385302496,205230.3438,133015.6406,567709.1875,14872741,56547.88672,5954402,325289.1875,180619.625,192003.0938,13609593,77575.14844,11524006,198949088,41448.32422,376685.3438,447698144,907405.375,15558.55078,3051097.25,18780464,3286134,430936.3438,485848.875,4982301,35571368,12853941,2254188.5,78030.44531,113020200,62975.34375,48738332,48215544,2931250.75,8581720,33639.27734
Root-0hr-D-1,Root-0hr-D,27602208,321736.7188,965598.5625,95368248,574610.125,8087561,72190.01563,1900,372908.5,22756664,171113.9531,89803.4375,382871.5,28371.99219,113207.2031,243967.7188,505018.8125,361133.4063,123910.2109,4644358,114258.4063,38507.18359,398747.2188,162531632,76117536,165879.3594,905901.875,122150024,7815712,1011177.75,54232.97266,735148.75,405643.3125,453760.375,38351832,688375,160117.3906,648048.1875,10036775,21849574,814592576,55409.07031,338003.9375,12371993,1142539.625,1900,17404770,162569904,973030080,38827948,120238.6875,4519283200,349245.25,65100484,154692992,1900,2085989376,10834484,160316.3125,1440395.75,2400,180297.3438,169303.0469,6904373,126459.8438,9013788,76056664,64185.29688,41075.83203,33951.64063,546143.4375,1005550.688,166431.8906,12968551,82081.64063,9663289,1127537.5,11126786,27092382,2772900.25,136409.2969,109436728,176146064,131094.5625,249747.4844,26087544,157123.3906,95697.28906,153555.0625,2151843.75,292497.4688,71904.16406,95072.88281,991158.125,3932063,2324677.25,310998368,6725987.5,338653184,19205856,2489045.25,66160468,21363336,56715.8125,58952.17578,51889708,47264.01563,888749.9375,59477116,2915518.25,856397.25,2016468.25,221247.0469,3478528.25,402020.5313,1311918.5,233819.1406,691011.6875,150588.5469,99979.82813,161314752,38006496,3297458.5,316453.0625,72611.75,88938.52344,194309.0156,693847.9375,11292061,756423.5,36591088,294101632,2034268800,451940.8438,866934,322562.4375,9094270,373323.7188,14431172,1511511.5,1413111.875,148375.5469,37011964,1484736,27952360,861074240,42261.82031,341614.875,363511552,1027524.75,211781.5469,5031519,142572064,2081904.75,1702667.125,681506.75,2868863.25,62063460,26801450,3042802.5,65256.98047,103463648,54002.50781,521005312,12150131,4810152.5,3643939.75,2400
Root-0hr-D-2,Root-0hr-D,19416022,253067.9531,786492,107024712,486347.5313,7199699,74587.25,1900,135013.5156,10681612,83579.10156,69231.33594,617044.25,70205.39063,117350.6406,42589.82813,486943.75,177054.2656,119341.5234,3233102.5,21170.53125,50687.52734,327891.125,129965512,69622480,173523.6875,558991.8125,116097960,7515471,485179.7188,18388.74609,875335.8125,306172.5625,672402.9375,25926696,37760.20703,143279.6875,293059,7971157.5,26283052,650916864,64446.16406,822669.4375,10418069,1187565.5,1900,30738882,141403184,606749952,31872262,108980.6406,3794803712,397667.75,64594924,86648792,1900,2252125696,2215166.25,134650.4375,1042329.438,17369.47852,109116.7578,242066.5938,9452868,75863.41406,7969665.5,32216978,189839.0938,87639.96875,29459.14258,296300.625,1045584.188,1113221.125,19905110,125773.9141,9859115,870243.125,7950729.5,20323636,2322184.75,131580.2188,102161360,131543584,104965.5,191287.7969,16952120,95610.50781,85237.58594,37412.69141,5038060.5,414848.125,82297.85938,84281.58594,1182824.875,6320902.5,2404603.75,344109440,24156296,526328064,18188920,2082151.5,52075104,39655360,47694.57813,57805.03906,29850306,21019.01953,874627.375,48500268,1712486,881090.375,1931701,158786.7188,3660316.25,405964.125,827621.3125,32273.24023,870905,92420.80469,160369.7969,126417776,27319238,1427149.125,231079.6094,49570.63672,71213.98438,111531.0313,5374163,12061022,500471.8438,19325554,206470112,1902688256,530842.9375,519826.3125,324114.5,5602562,225559.7031,10155572,1122451,663088.3125,190766.5,32334108,286144.375,24542616,551507072,65146.39844,142973.7656,387119744,1761989.875,87295.85938,4482466,101799128,4276179.5,2658127.75,576288.0625,2770098.75,83451288,33213620,3859545,367284.6875,147268064,39788.91406,401809856,22090346,4394110.5,8004615,2400
Root-0hr-D-3,Root-0hr-D,15578918,266893.5625,586408.6875,85444464,314806.7188,7301274.5,57443.19141,1900,86515.82813,11552472,102515.1563,98041.76563,340929.3438,28963.49023,116668.5938,629810.4375,252843.9531,118792.6406,97005.96094,3057935.25,44494.54297,50669.45703,312435.0625,118243728,37726092,156856.125,806863.625,145112928,3214402.25,395002.4375,27489.79297,592470.25,367879.9063,335873.1563,24562728,27576.83594,130443.9063,342636.2813,5162916,20039314,701743808,50290.58594,118483.8203,9723398,1124166.375,8930.780273,14428080,102641240,652535744,27791436,84381.11719,3618444544,342056.1563,68162568,63685216,1900,1945120768,3202294.5,102116.9219,1330633.5,36415.29297,132357.9688,131082.8906,8762987,51881.68359,5556676,20090306,108506.2266,82404.5,29438.87109,267496,942303,141431.4375,11023327,96086.14844,7399888,410607.125,13363424,13897279,3026274.5,132737.4531,92080440,137155840,62889.63672,256657.8594,17449356,68135.03906,85294.28906,46940.32031,2176546.75,435472.625,87893.46094,100825.6016,342167.875,6241339.5,2594892.25,262469232,4612574.5,260457552,13624245,1944217.125,33494582,15269489,62085.94922,31568.31055,45524424,12993.57031,932020.125,33096850,1522824.5,665749.3125,2121142.25,147189.125,2812112.75,194460.4219,614037.0625,83128.53125,700634.8125,159809.4375,122803.8438,93404872,24121008,868502,297722.5313,41885.60156,30008.87695,90744.60156,4060984,13276323,218473.5156,17036250,233019200,1853389952,399835.3125,527179.375,398583.0313,8251139,17089.13281,8995032,829735.375,696612.8125,133562.2813,25339736,421078.1563,22896948,568030336,42062.38281,307418.8125,454309600,1061197.875,58270.36719,3910851.75,84167024,2992687,1946865.5,757925.375,2041454.375,49581164,18848884,2518574.5,285438,104110008,31444.67969,389976064,10737878,4355376.5,6189975.5,2400
Root-24hr-W-1,Root-24hr-W,2557666.75,292897.3438,112104.0781,189874320,278809.25,7331549.5,312283.3438,1900,1295385.25,9173672,24158.20703,24227.93164,370892.1563,153447.4375,82150.44531,1413069.5,168083.1563,13966.85938,70702.36719,993888.4375,9643.681641,34089.63672,233706.125,32564250,17437948,38286.78906,175382.2031,36253888,3627418.5,81820.83594,440548.7188,676723.1875,226295.3125,473263.6875,22698392,287396.4375,120160.5703,123605.1563,2061019.25,20319050,521745312,46419.22266,519467.375,2986047.25,290878.0625,7191.498047,7734280,9741418,107195376,28851258,75724.16406,741420608,231659.4844,63178068,23087142,20740.82422,1626470656,4258773,131135.4531,603133.25,95218.39063,95128.25,82170.875,7168279.5,82727.63281,4769733,12102246,128999.9453,92484.83594,57567.57031,93958.08594,800285.75,25570.31836,19594576,64653.77734,6168933,272965,7888868.5,8760485,760045.9375,139654.3594,43087516,52360776,18149.30664,156830.2813,14634794,74088.71094,33394.21484,22008.29297,1993473,545159.6875,117440,231671.1719,753012.9375,8794717,1288577.375,80800016,3226811,116245832,896458.125,1568756.125,40430660,25202882,65918.45313,18368.66406,3995368.25,6841.666992,1080923.125,21512200,1219361,346303.2813,2140138,123364.75,2512060.75,74509.05469,315532.5625,26691.38086,1252809.25,105851.0313,33703.55469,14277698,15689443,193682.0625,71206.125,27334.58203,1900,58487.87891,101606.5469,22216824,385011.9375,14739738,26791654,246709712,122161.8516,135269.1719,458473.4688,9455298,19930.31641,2852601.75,229300.3594,243053.8125,39625.91016,6700247,135680.5625,6608474,102926912,101129.5156,417896.2813,445076512,1193868.25,2400,1438369.5,12283614,3682925,389665.8125,445187.9063,3299058,28078648,8714252,1809595.375,13198.83887,119245736,34061.58203,44255512,45291424,3800433.75,8366582.5,19973.08008
Root-24hr-W-2,Root-24hr-W,1563359.375,350909,104747.6172,180365504,232200.4531,6633273,434753.5938,1900,1300541.625,14069682,157336.1094,81045.42188,651693.3125,118397.8594,94853.65625,1931507.875,119105.2734,15104.46094,74663.44531,1178070.5,20386.9668,25749.17578,369969.6563,25985988,28759882,70673.74219,141528.875,20971504,5818550.5,75696.97656,541500.5,353270.3125,328070.0938,481621.375,25609822,336131.125,128731.5938,137066.1719,800152.6875,19223294,605507520,51354.63672,202602.8125,297965.6563,318395.875,1900,5965532,7581989,64086564,30733538,79486.11719,593915392,392191.4063,66877164,32007064,11387.47266,1546182528,14941289,356013.4063,552335.0625,58928.05078,78831.4375,57088.78906,8293996,68165.32813,6254154,18699190,213134.8281,201168.1719,74958.76563,88814.8125,709142.5625,29157.54297,17928164,91355.34375,13501632,367416.8125,10152932,27493370,794217.4375,248876.6563,53421548,63072548,13939.80957,183661.8125,23834828,65423.9375,12897.91309,15168.33105,1721935.125,969237.625,74076.39844,181535.2188,380903.5,13070888,725514.8125,68382880,4599943.5,43628752,484040.875,1737253.875,45826684,22929272,62170.42578,13149.96777,4998297,27412.8125,816854.5,45304148,1076743.625,442295.125,1675934.125,73873.89063,3188999.5,84281.86719,439231.4063,11876.94141,897688.9375,76037.91406,30896.79102,4720640.5,15155951,163134.1563,61462.03516,39026.58984,75262.14063,45967.15625,998238.5,14745738,276896,15565090,36064100,137338400,753178.3125,93847.85938,455238.3438,10641240,29232.92383,5259814.5,296946.9688,378287.3438,29142.33789,3753602.5,289707.2188,6953009.5,115198136,34804.80469,553372.5,452012192,938308.3125,38496.08984,3796079.25,6759778.5,5756905,343262.875,998055.625,9669416,37757816,7228414,2442168.5,50814.13281,168615104,79492.80469,32971660,62984856,5026683.5,14263792,7715.846191
Root-24hr-W-3,Root-24hr-W,1900820.75,326789,125622.2422,188127232,228768.4688,6663514.5,434864.7188,1900,2247455.75,17053576,55386.28125,33344.07422,687071.0625,100433.0938,100107.125,2674124.75,137054.8438,15054.18164,195977.2969,1064262.875,15346.76465,26795.05664,208881.8594,51589432,32884448,32849.89844,109850.1641,19896998,8024319,86608.22656,552008.4375,171564.5938,259252.0469,371287.9688,29862858,365651.4375,122085.0781,112893.3438,1537973.625,21007992,611356928,73100.64063,212028.3906,3009370.75,342136.4688,1900,18161992,18837848,101008808,23783452,83578.46875,629472448,295975.0938,62070704,62838552,26205.87109,1705841152,2387231.5,369717.9375,982703.9375,14275.8418,98711.09375,45971.0625,6977801,151759.0156,4206010.5,30244434,192199.1094,137420.5625,70896.21875,82870.19531,744142,13706.48535,24598900,92762.1875,8096189,277557.7813,14523795,11621281,421454.0625,140529.4844,69260304,64058540,14386.36426,195333.8906,25011078,160669.6875,15513.86133,21966.81055,2582903,437285.2813,67234.98438,272234.0938,922411.1875,10748385,1142523.375,81606592,3079942.5,110369704,1187096.25,2224254.75,51091748,107659832,80292.02344,17088.39648,2736294.25,25849.85352,941610.9375,26560282,1106282.625,599417.75,1252791,147967.1406,2041762.5,92911.5,457327.1563,26615.40039,692028.75,61622.41797,20389.00195,10819364,17538346,207093.9219,76966.95313,41087.71094,66914.1875,96923.19531,111625.0547,13899403,244291.0781,9850438,22166664,218782240,119065.4844,167407.2813,545741.75,13255556,22372.31836,2657344,289342.1563,269397.75,135103.0156,6133224,60773.40234,13146554,135855376,24335.41602,488931.5,406044512,1303738.5,2400,2097434.75,9592709,4236400.5,252565.0625,889430.0625,13449821,39015008,10501870,1558319,18989.54102,107577168,55751.67969,19590704,35371156,3042321.5,11445616,15357.66211
Root-24hr-D-1,Root-24hr-D,20084502,452544.5625,1049175.875,105413232,467880.5938,7193857.5,58055.68359,1900,110098.1328,12511825,221688.9219,146564.9688,315065.4063,23815.71289,111781.7578,62999.53906,468116.75,194576.4844,81040.92969,3128845.25,75350.96094,40273.16406,238515.6094,87901944,75432416,261354.8594,871562.9375,21155462,7474288.5,511710.0313,15570.80957,508202.4063,333702.75,456431.8438,26716052,41771.45313,138768.875,324833.5938,14730068,18226482,750319872,45882.05859,780031.4375,24171700,1234951,14548.85449,12500297,171919584,810516096,34670300,114776.4063,3665702912,390760.5938,56856700,165601168,8536.538086,1857023360,27299920,290874.6563,912389.3125,24393.71484,116667.5469,142926.5781,9822105,132940.7031,14520680,90972584,87172.67969,82032.36719,37206.91406,326865.125,911481.8125,115225.5078,20743610,94217.01563,5541806,1644252.875,6680401.5,12831283,2467164.25,78931.40625,80584752,126001728,83195.92188,138337.8594,25740542,135241.9531,125989.4531,67018.27344,4523469.5,350632.5313,204453.2188,198524.5781,1121906.875,6520369.5,2696412.5,395459968,3193330.75,588349440,19246808,1583162.875,50351084,22079632,62047.61719,69545.39063,35881608,52518.52734,787522.8125,42898516,1760017.25,454692.4375,4682436,193641.1406,3660078,285599.75,1097508.875,1792657.375,783807.5625,117538.5078,64938.29688,111285224,32576698,2565008,230016.375,4270194,104412.8516,75695.21875,3265431.75,13574676,991848.9375,27533944,231771904,1662515712,379623.9688,359085.25,280650.2188,6344622,75180.5625,17470410,915897.9375,893043.5625,141917.6406,29305520,5311733,19607028,384867808,58311.91406,828302.4375,412663456,938410.6875,56502.42188,3431430.25,112369800,2310500,2281789,629292,1831553.25,115468336,33203002,2851845.75,149565.3281,104120448,25370.30469,455120960,14859706,6457523.5,3517416,2400
Root-24hr-D-2,Root-24hr-D,30935602,568915.375,1504294.75,83709016,388417.8438,7244051,77088.96875,1900,96955.03906,22775298,158161.5313,110408.5781,475172.9375,44470.28516,108425.8594,44409.62891,441169.2188,285189.2188,102527.2813,4410349.5,175172.0313,56002.26953,516302.7813,149436688,93561752,137232.2969,1330420.75,79835536,9257182,648001.125,18502.80469,986164.125,372171,433789.5625,52531568,51600.88281,161657.4688,125873.6172,10835314,22950772,930949824,57104.43359,601817.5,22896730,814853.875,1900,37243020,208575232,1389058560,28573780,118329.3984,4330809344,321587.6875,55954524,318009440,12840.50977,2049299584,34036920,311829.7813,380698.9375,26263.84375,118399.2266,233662.0625,9918970,210288.1719,40287380,119102672,129701.1484,58287.22266,124157.1953,373870.2813,812605.8125,2422302,34392044,90851.01563,10227552,968574.125,5538197,18619170,2986292.5,84021.10156,97237248,246546880,146452.25,332079.75,35567460,175556.9531,376235.5,281883.8125,8528247,401278.4375,134712.5313,73725.45313,385914.625,7334286,2426993.5,355316544,122381776,364564896,27054616,1600201,72203224,94338304,69659.14063,127997.7031,28265302,67053.94531,752733.875,40902220,4132652.25,840494.5625,5541819.5,254276.3906,6264118.5,388596.2813,1058507.25,130825.4609,901774.3125,198560.0625,197928.4219,239586928,41475444,2360811,438047.7188,87791.42969,56947.76563,144833.5469,5168161.5,14230745,902713.875,50738616,323301024,2137728000,225607.4844,918654.4375,411544.875,6639257.5,320102.375,17646724,1318504.625,1378252.25,186494.0625,41941264,1493443.25,18544838,852632704,156442.2656,937079.3125,372178400,1175773.375,189359.5781,5649039.5,167675008,2912187.5,3268495.25,771504.1875,3227952.25,83953664,37303976,8424944,203152.0156,118897632,59998.20703,610462592,17444036,3115073.75,3698619.75,151531.6094
Root-24hr-D-3,Root-24hr-D,18599328,242911.9063,825134.75,118499912,686896.25,17730416,53853.97266,1900,219374.3438,13884698,120502.6563,84335.5625,467553.6875,73902.76563,103206.5156,88263.32813,408357.9375,157925.3594,103026.1641,3160394,66230.50781,50501.39844,1574295.625,107823672,60332100,292952.9063,1137261.125,76964040,4994105,440963.5625,19953.2168,555485,431990.7813,358110.9688,34135104,63542.79297,149819.4531,219018.2344,8594745,21697774,722769792,60863.15234,349521.375,15332543,655813.0625,33993.19531,34250448,131844232,670286848,41810608,92099.54688,3831328768,285622.9375,67231472,103406992,38837.41797,1899431936,6299688.5,110251.7266,684520.1875,22230.75977,137248.9219,335074.9375,16103434,82138.73438,22896754,58862912,145513.4063,153226.6406,38400.79688,284936.9063,1063917.125,139698.0156,43131840,96110.97656,11349943,847738.8125,5102373,23728736,2821983.75,94071.97656,63715272,145403456,81240.35156,184732.7813,18692268,71718.73438,148044.4688,54634.45703,16554227,712495.1875,103033.4219,65013.19531,854617.9375,8220189,2229646.5,313282816,4400293,322129856,13776723,2109489,45829020,128073368,25329.00781,46533.62109,18333876,17781.17773,910552,69647304,2944672.25,725219.625,7642473.5,134958.9531,5026421.5,342046.7813,910324.5625,47680.54688,1056009.75,107476.1016,153758.4375,132738480,33510948,2183238.25,462975.8125,60424.42188,75519.125,62307.81641,1513404.875,11661316,299709.3438,43722692,223457456,1631427968,423267.5625,562147.6875,399284.5,4224435,41621.75391,16928488,1293338.625,1689582.375,36781.00781,27601786,729390.5,39010488,469081472,134547.9219,599229.125,430617696,2616826.5,61383.05859,7053182.5,98045240,3802181.75,2333030,1467456.5,5725342.5,76426736,22305296,10509280,140735.5625,175413712,52119.57813,485233056,10904185,4585079,4837376,2400
